score,city,state,total_actives,new_last_30d,new_last_90d,momentum_pct,top_rep,avg_deal_price,social_proof,call_angle
4,Glendora,California,2,0,0,0.0,tom,99.0,Select Auto Wholesales Inc | Speedway Motors,2 active dealers in area. Use as social proof in opener.
4,Highland Park,Illinois,2,0,0,0.0,vic,212.0,HIGHLAND PARK AND TRUCK AUTO CENTER | Gravity Autos Chicago,2 active dealers in area. Use as social proof in opener.
4,Stoney Creek,Ontario,2,0,0,0.0,allen,110.0,Xpress Auto Sales | Paradigm Fleet Services,2 active dealers in area. Use as social proof in opener.
4,Milford,Massachusetts,2,0,0,0.0,heather,157.0,MILFORD AUTO MALL INC | The Car Store,2 active dealers in area. Use as social proof in opener.
4,Plaistow,New Hampshire,2,0,0,0.0,evelyn,149.0,Car Tech Plus | Leavitt Auto & Truck,2 active dealers in area. Use as social proof in opener.
4,Newark,California,2,0,0,0.0,jason,450.0,HIGHLINE CARS | cititrading,2 active dealers in area. Use as social proof in opener.
4,Granite Falls,North Carolina,2,0,0,0.0,marcy,199.0,Mitch Motors | Honda of North Carolina,2 active dealers in area. Use as social proof in opener.
4,Alexandria,Louisiana,2,0,0,0.0,harvey,125.0,Sals Motors Alex | VIP MOTORS,2 active dealers in area. Use as social proof in opener.
4,Pasadena,Texas,2,0,0,0.0,harvey,112.0,MARIO USED CARS | Cars On Demand,2 active dealers in area. Use as social proof in opener.
4,San Mateo,California,2,0,0,0.0,hannah,97.0,Chase Auto Wholesale inc | Continental Car Sales,2 active dealers in area. Use as social proof in opener.
4,Springfield,New Jersey,2,0,0,0.0,hazel,299.0,jerry morese auto sales llc | Used Car Outlet at Springfield Acura,2 active dealers in area. Use as social proof in opener.
4,Bremerton,Washington,2,0,0,0.0,jason,99.0,"Dave Barcelon's Truck Tow, LTD | Southbound Motorsports",2 active dealers in area. Use as social proof in opener.
4,Milford,Connecticut,2,0,0,0.0,kelly,162.0,Chips Auto Sale | dealertown auto wholesalers,2 active dealers in area. Use as social proof in opener.
4,Diablo,California,2,0,0,0.0,kelly,120.0,925golfcarts.com | EASTBAYTRAILER.COM,2 active dealers in area. Use as social proof in opener.
4,Beatrice,Nebraska,2,0,0,0.0,edward,199.0,Beatrice Auto Sales | Northeast Auto,2 active dealers in area. Use as social proof in opener.
